profile,uri,method,duration
[mybatis],/api/radnik-prebivaliste,POST,72709000
[mybatis],/api/radnik-prebivaliste,POST,65088200
[mybatis],/api/radnik-prebivaliste,POST,52913200
[mybatis],/api/radnik-prebivaliste,POST,56436500
[mybatis],/api/radnik-prebivaliste,POST,74150900
[mybatis],/api/radnik-prebivaliste,POST,58550100
[mybatis],/api/radnik-prebivaliste,POST,64100300
[mybatis],/api/radnik-prebivaliste,POST,54930600
[mybatis],/api/radnik-prebivaliste,POST,54725100
[mybatis],/api/radnik-prebivaliste,POST,52970800
[mybatis],/api/radnik-prebivaliste,POST,54856200
[mybatis],/api/radnik-prebivaliste,POST,47832700
[mybatis],/api/radnik-prebivaliste,POST,52980300
[mybatis],/api/radnik-prebivaliste,POST,54951900
[mybatis],/api/radnik-prebivaliste,POST,53041200
[mybatis],/api/radnik-prebivaliste,POST,53800900
[mybatis],/api/radnik-prebivaliste,POST,69491800
[mybatis],/api/radnik-prebivaliste,POST,71023800
[mybatis],/api/radnik-prebivaliste,POST,63135800
[mybatis],/api/radnik-prebivaliste,POST,65947800
[mybatis],/api/radnik-prebivaliste,POST,68827800
[mybatis],/api/radnik-prebivaliste,POST,61349700
[mybatis],/api/radnik-prebivaliste,POST,60485300
[mybatis],/api/radnik-prebivaliste,POST,57375800
[mybatis],/api/radnik-prebivaliste,POST,53290000
[mybatis],/api/radnik-prebivaliste,POST,54961000
[mybatis],/api/radnik-prebivaliste,POST,50076300
[mybatis],/api/radnik-prebivaliste,POST,51784000
[mybatis],/api/radnik-prebivaliste,POST,51071500
[mybatis],/api/radnik-prebivaliste,POST,73947100
[mybatis],/api/radnik-prebivaliste,POST,58698200
[mybatis],/api/radnik-prebivaliste,POST,50540500
[mybatis],/api/radnik-prebivaliste,POST,49413600
[mybatis],/api/radnik-prebivaliste,POST,57930600
[mybatis],/api/radnik-prebivaliste,POST,62633900
[mybatis],/api/radnik-prebivaliste,POST,58319300
[mybatis],/api/radnik-prebivaliste,POST,53939800
[mybatis],/api/radnik-prebivaliste,POST,57166900
[mybatis],/api/radnik-prebivaliste,POST,49921300
[mybatis],/api/radnik-prebivaliste,POST,48523100
[mybatis],/api/radnik-prebivaliste,POST,64968500
[mybatis],/api/radnik-prebivaliste,POST,55816200
[mybatis],/api/radnik-prebivaliste,POST,75644900
[mybatis],/api/radnik-prebivaliste,POST,55763600
[mybatis],/api/radnik-prebivaliste,POST,56941900
[mybatis],/api/radnik-prebivaliste,POST,63177500
[mybatis],/api/radnik-prebivaliste,POST,61924900
[mybatis],/api/radnik-prebivaliste,POST,73615000
[mybatis],/api/radnik-prebivaliste,POST,48603500
[mybatis],/api/radnik-prebivaliste,POST,51209900
[mybatis],/api/radnik-prebivaliste,POST,58474400
[mybatis],/api/radnik-prebivaliste,POST,47413500
[mybatis],/api/radnik-prebivaliste,POST,49156000
[mybatis],/api/radnik-prebivaliste,POST,50111600
[mybatis],/api/radnik-prebivaliste,POST,51336100
[mybatis],/api/radnik-prebivaliste,POST,70858100
[mybatis],/api/radnik-prebivaliste,POST,51614100
[mybatis],/api/radnik-prebivaliste,POST,53315000
[mybatis],/api/radnik-prebivaliste,POST,56758700
[mybatis],/api/radnik-prebivaliste,POST,50838100
[mybatis],/api/radnik-prebivaliste,POST,57529800
[mybatis],/api/radnik-prebivaliste,POST,47763500
[mybatis],/api/radnik-prebivaliste,POST,56441900
[mybatis],/api/radnik-prebivaliste,POST,48841500
[mybatis],/api/radnik-prebivaliste,POST,65394900
[mybatis],/api/radnik-prebivaliste,POST,51810600
[mybatis],/api/radnik-prebivaliste,POST,55666400
[mybatis],/api/radnik-prebivaliste,POST,50572800
[mybatis],/api/radnik-prebivaliste,POST,74647800
[mybatis],/api/radnik-prebivaliste,POST,54054400
[mybatis],/api/radnik-prebivaliste,POST,64064300
[mybatis],/api/radnik-prebivaliste,POST,56596000
[mybatis],/api/radnik-prebivaliste,POST,53149800
[mybatis],/api/radnik-prebivaliste,POST,66612500
[mybatis],/api/radnik-prebivaliste,POST,56150400
[mybatis],/api/radnik-prebivaliste,POST,49355200
[mybatis],/api/radnik-prebivaliste,POST,51380500
[mybatis],/api/radnik-prebivaliste,POST,66113600
[mybatis],/api/radnik-prebivaliste,POST,51980100
[mybatis],/api/radnik-prebivaliste,POST,54748000
[mybatis],/api/radnik-prebivaliste,POST,49584500
[mybatis],/api/radnik-prebivaliste,POST,50656300
[raw],/api/radnik-prebivaliste,POST,169314800
[raw],/api/radnik-prebivaliste,POST,85610200
[raw],/api/radnik-prebivaliste,POST,66758801
[raw],/api/radnik-prebivaliste,POST,66323000
[raw],/api/radnik-prebivaliste,POST,61738500
[raw],/api/radnik-prebivaliste,POST,62390500
[raw],/api/radnik-prebivaliste,POST,55727600
[raw],/api/radnik-prebivaliste,POST,59875701
[raw],/api/radnik-prebivaliste,POST,60517199
[raw],/api/radnik-prebivaliste,POST,71944600
[raw],/api/radnik-prebivaliste,POST,62039400
[raw],/api/radnik-prebivaliste,POST,93898900
[raw],/api/radnik-prebivaliste,POST,76773100
[raw],/api/radnik-prebivaliste,POST,76761799
[raw],/api/radnik-prebivaliste,POST,55250200
[raw],/api/radnik-prebivaliste,POST,74578700
[raw],/api/radnik-prebivaliste,POST,56133500
[raw],/api/radnik-prebivaliste,POST,53135800
[raw],/api/radnik-prebivaliste,POST,54430200
[raw],/api/radnik-prebivaliste,POST,60826200
[raw],/api/radnik-prebivaliste,POST,63603799
[raw],/api/radnik-prebivaliste,POST,62682101
[raw],/api/radnik-prebivaliste,POST,57684000
[raw],/api/radnik-prebivaliste,POST,72245800
[raw],/api/radnik-prebivaliste,POST,54876399
[raw],/api/radnik-prebivaliste,POST,53714901
[raw],/api/radnik-prebivaliste,POST,51204701
[raw],/api/radnik-prebivaliste,POST,54984300
[raw],/api/radnik-prebivaliste,POST,78147000
[raw],/api/radnik-prebivaliste,POST,67226399
[raw],/api/radnik-prebivaliste,POST,79295300
[raw],/api/radnik-prebivaliste,POST,56033700
[raw],/api/radnik-prebivaliste,POST,56885999
[raw],/api/radnik-prebivaliste,POST,59892801
[raw],/api/radnik-prebivaliste,POST,61238600
[raw],/api/radnik-prebivaliste,POST,60238000
[raw],/api/radnik-prebivaliste,POST,64950399
[raw],/api/radnik-prebivaliste,POST,55154300
[raw],/api/radnik-prebivaliste,POST,75022200
[raw],/api/radnik-prebivaliste,POST,68791900
[raw],/api/radnik-prebivaliste,POST,61021701
[raw],/api/radnik-prebivaliste,POST,70329700
[raw],/api/radnik-prebivaliste,POST,63336400
[raw],/api/radnik-prebivaliste,POST,49718400
[raw],/api/radnik-prebivaliste,POST,53084101
[raw],/api/radnik-prebivaliste,POST,56626101
[raw],/api/radnik-prebivaliste,POST,51016199
[raw],/api/radnik-prebivaliste,POST,56823500
[raw],/api/radnik-prebivaliste,POST,49502100
[raw],/api/radnik-prebivaliste,POST,68474800
[raw],/api/radnik-prebivaliste,POST,67165000
[raw],/api/radnik-prebivaliste,POST,68644800
[raw],/api/radnik-prebivaliste,POST,70158500
[raw],/api/radnik-prebivaliste,POST,63532000
[raw],/api/radnik-prebivaliste,POST,56699400
[raw],/api/radnik-prebivaliste,POST,55864100
[raw],/api/radnik-prebivaliste,POST,53203300
[raw],/api/radnik-prebivaliste,POST,79271900
[raw],/api/radnik-prebivaliste,POST,64436401
[raw],/api/radnik-prebivaliste,POST,85570900
[raw],/api/radnik-prebivaliste,POST,47314100
[raw],/api/radnik-prebivaliste,POST,78738700
[raw],/api/radnik-prebivaliste,POST,49956500
[raw],/api/radnik-prebivaliste,POST,67610800
[raw],/api/radnik-prebivaliste,POST,48813500
[raw],/api/radnik-prebivaliste,POST,65955200
[raw],/api/radnik-prebivaliste,POST,52376601
[raw],/api/radnik-prebivaliste,POST,66812900
[raw],/api/radnik-prebivaliste,POST,63004800
[raw],/api/radnik-prebivaliste,POST,55544200
[raw],/api/radnik-prebivaliste,POST,50114100
[raw],/api/radnik-prebivaliste,POST,58971999
